record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,material_raw,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,soil_horizon_missing_reason,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_source_id,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,match_status,match_candidates,coordinate_status,geology_missing_reason,method_scope,method_candidates,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-aee9fa3b5a733dcda80ec2e4a65796f42e9bc7ef36dd1edf8501c06880c1597b,src-dee8dbd58547135796d8e3c2f0566422cbeb19ced7690d4de88747c3a2fb80b7,N32E07W1,Zn,Zn,1.29,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.78,13.75,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,12,W_all_data_2v8_17Sep07.csv#row=12,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=12,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-bf47995669b8b5b7a483ef6b9458744d82ddd8a5863a8b3ec7a03f830c53db76,src-457a6c3e12bf33aee4175e8b6902546805ab1550c228bc7fa22d13912c590e56,N32E07W2,As,As,0.22,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.74,12.66,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,13,W_all_data_2v8_17Sep07.csv#row=13,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=13,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-73500b880003d1a43a36a0bce849fa08589ff2a25bcf233ed263dfcbc426518c,src-457a6c3e12bf33aee4175e8b6902546805ab1550c228bc7fa22d13912c590e56,N32E07W2,Cu,Cu,0.26,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.74,12.66,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,13,W_all_data_2v8_17Sep07.csv#row=13,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=13,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-57ddf003321502088dcdb831410e23871d050c6ed42f16644b3d3cd207dfe550,src-457a6c3e12bf33aee4175e8b6902546805ab1550c228bc7fa22d13912c590e56,N32E07W2,Ni,Ni,1.13,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.74,12.66,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,13,W_all_data_2v8_17Sep07.csv#row=13,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=13,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-f73cbde06144273b69541e5ddb5b23489ed4965c7e96966c8b56be72665fa8a4,src-457a6c3e12bf33aee4175e8b6902546805ab1550c228bc7fa22d13912c590e56,N32E07W2,Zn,Zn,1.36,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.74,12.66,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,13,W_all_data_2v8_17Sep07.csv#row=13,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=13,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-b6b3db44ea7e230bf4fac3e2e512d4bf878cf0b07c77701b5b21919417e8c6db,src-4fbdfd2bfed347e5c16ce9f41c60e64d7e954a1c0652a70390c9984d9dda4dc7,N32E07W3,As,As,0.57,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,46.93,12.59,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,14,W_all_data_2v8_17Sep07.csv#row=14,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=14,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-349341fa8b0175acd7213614b783429bef5ddc8b9201a89f02cff07fd044595d,src-4fbdfd2bfed347e5c16ce9f41c60e64d7e954a1c0652a70390c9984d9dda4dc7,N32E07W3,Cu,Cu,0.48,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,46.93,12.59,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,14,W_all_data_2v8_17Sep07.csv#row=14,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=14,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-0131fde9626d367617792e7eb1c1d16e594f8370bce08e6c88ecf2ec225873d4,src-4fbdfd2bfed347e5c16ce9f41c60e64d7e954a1c0652a70390c9984d9dda4dc7,N32E07W3,Ni,Ni,1.35,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,46.93,12.59,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,14,W_all_data_2v8_17Sep07.csv#row=14,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=14,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-6764fb0d6095b5c763ea7063bd8ff049bdc1ba0e4f86c3ef6ed64fd79cfb39e7,src-4fbdfd2bfed347e5c16ce9f41c60e64d7e954a1c0652a70390c9984d9dda4dc7,N32E07W3,Zn,Zn,4.01,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,46.93,12.59,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,14,W_all_data_2v8_17Sep07.csv#row=14,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=14,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-79564bdaccef2c646acc4a94fa7332d2578e6e8e0609d910572a69893718e36d,src-508ccdede68fb8efe5128ff1c0c634e33ccd9fcca892bc2a85324f94a930a5f8,N32E07W4,As,As,0.14,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,46.59,13.37,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,15,W_all_data_2v8_17Sep07.csv#row=15,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=15,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-d98f941073179e689a8181501a5079e1f52ec6028929748e0a1d10e82a8e1df6,src-508ccdede68fb8efe5128ff1c0c634e33ccd9fcca892bc2a85324f94a930a5f8,N32E07W4,Cu,Cu,0.35,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,46.59,13.37,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,15,W_all_data_2v8_17Sep07.csv#row=15,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=15,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-81026c13aeb82351bcbcc2940b1ca5dc1237b608f481e123481226625da2ede5,src-508ccdede68fb8efe5128ff1c0c634e33ccd9fcca892bc2a85324f94a930a5f8,N32E07W4,Ni,Ni,1.21,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,46.59,13.37,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,15,W_all_data_2v8_17Sep07.csv#row=15,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=15,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-94eed7f073e337f74b792a9432d6ee24de20bcb8607bcc756bee0ebb2a8472c9,src-508ccdede68fb8efe5128ff1c0c634e33ccd9fcca892bc2a85324f94a930a5f8,N32E07W4,Zn,Zn,1.26,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,46.59,13.37,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,15,W_all_data_2v8_17Sep07.csv#row=15,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=15,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
